image_name,SRE_before,LRE_before,SRE_after,LRE_after
book.png,0.691324,938.189711,0.732728,833.163470
cartoon.png,0.379339,384.689116,0.513550,5284.938018
hsl_photo.png,0.600960,4402.076356,0.620419,6853.757105
text.png,0.672201,6.480251,0.676550,155.575344
wall.png,0.879151,3.119250,0.549165,46.952207
